date,open,high,low,close,volume
2024-03-04,55041.41,55315.65,53599.55,53867.95,1392.92
2024-03-05,53867.95,55897.66,52036.97,54060.15,1460.93
2024-03-06,54060.15,56152.58,53275.77,55349.49,1036.98
2024-03-07,55349.49,58181.65,55342.38,58174.17,3037.06
2024-03-08,58174.17,61698.9,57417.27,60906.45,1420.91
2024-03-09,60906.45,60963.53,60010.63,60066.92,1511.59
2024-03-10,60066.92,61968.19,59750.19,61643.15,2636.96
2024-03-11,61643.15,63254.73,59989.14,61599.57,1445.14
2024-03-12,61599.57,62678.94,57365.55,58388.65,3108.33
2024-03-13,58388.65,58867.3,55944.84,56407.24,1292.73
2024-03-14,56407.24,58539.21,53428.54,55527.24,1811.9
2024-03-15,55527.24,55889.58,53144.01,53493.07,1137.94
2024-03-16,53493.07,53971.74,51842.27,52310.36,2346.47
2024-03-17,52310.36,56048.89,50641.75,54316.29,1191.98
2024-03-18,54316.29,56240.41,53308.66,55216.08,1976.59
2024-03-19,55216.08,55884.92,54799.32,55466.26,2120.58
2024-03-20,55466.26,56817.96,54348.68,55695.75,1722.32
2024-03-21,55695.75,56233.28,53745.86,54269.62,1845.7
2024-03-22,54269.62,55513.2,54050.14,55289.6,2073.71
2024-03-23,55289.6,56403.82,54459.19,55569.21,1810.78
2024-03-24,55569.21,56260.36,54686.87,55375.61,1904.24
2024-03-25,55375.61,57346.89,54970.76,56930.67,2691.59
2024-03-26,56930.67,57676.19,56922.5,57667.91,1212.21
2024-03-27,57667.91,59671.44,55532.27,57531.05,2071.81
2024-03-28,57531.05,59296.64,56960.87,58714.74,1188.88
2024-03-29,58714.74,61261.92,57527.13,60047.36,1957.1
2024-03-30,60047.36,62522.03,59942.21,62412.74,1066.51
2024-03-31,62412.74,63871.12,61692.18,63142.13,1890.37
2024-04-01,63142.13,64312.56,62951.71,64119.19,1080.64
2024-04-02,64119.19,66684.48,63358.61,65902.75,1444.16
2024-04-03,65902.75,66864.94,63090.9,64025.68,1332.27
2024-04-04,64025.68,64587.33,62823.59,63379.57,1603.75
2024-04-05,63379.57,67176.46,62348.96,66101.59,1248.48
2024-04-06,66101.59,66470.24,64747.27,65110.39,901.53
2024-04-07,65110.39,66988.98,63732.01,65600.23,1236.96
2024-04-08,65600.23,66913.73,64355.7,65667.91,1410.31
2024-04-09,65667.91,66519.73,65644.25,66495.77,2241.72
2024-04-10,66495.77,69125.49,65784.65,68394.07,2417.99
2024-04-11,68394.07,68681.89,67449.84,67734.89,1053.86
2024-04-12,67734.89,69766.3,64616.41,66614.22,2167.98
2024-04-13,66614.22,70773.36,64971.9,69070.49,1416.85
2024-04-14,69070.49,69731.48,68587.93,69247.68,1931.0
2024-04-15,69247.68,71460.87,68541.83,70739.81,1956.62
2024-04-16,70739.81,75303.93,68720.38,73213.87,2572.96
2024-04-17,73213.87,77004.83,72915.4,76692.18,2807.04
2024-04-18,76692.18,80270.43,76400.73,79966.53,1697.15
2024-04-19,79966.53,84364.4,79057.07,83415.71,2703.16
2024-04-20,83415.71,85140.11,82500.88,84216.5,2048.42
2024-04-21,84216.5,89402.54,82606.99,87725.96,2669.46
2024-04-22,87725.96,91023.84,85338.69,88612.44,1561.19
2024-04-23,88612.44,90839.12,85261.7,87459.41,1235.08
2024-04-24,87459.41,89187.14,87332.09,89057.5,1443.69
2024-04-25,89057.5,95807.69,86432.1,93064.17,1619.36
2024-04-26,93064.17,94159.12,90687.33,91767.01,2415.98
2024-04-27,91767.01,92501.96,85960.31,86654.31,1390.02
2024-04-28,86654.31,88306.01,86503.56,88152.66,2444.62
2024-04-29,88152.66,88842.56,87522.21,88211.69,1415.93
2024-04-30,88211.69,89349.33,86975.4,88111.75,1663.64
2024-05-01,88111.75,88205.23,86005.92,86097.26,1901.19
2024-05-02,86097.26,88170.62,84069.54,86141.85,805.69
2024-05-03,86141.85,89418.57,85417.57,88673.0,2232.02
2024-05-04,88673.0,90652.77,86667.17,88646.35,1313.06
2024-05-05,88646.35,92610.4,87810.2,91745.03,1615.27
2024-05-06,91745.03,94203.82,87725.0,90140.8,2060.52
2024-05-07,90140.8,91246.31,88567.48,89667.19,1429.41
2024-05-08,89667.19,90315.28,87618.48,88256.37,1101.33
2024-05-09,88256.37,89763.11,82345.37,83775.62,2458.31
2024-05-10,83775.62,87281.36,82779.29,86255.54,1510.56
2024-05-11,86255.54,86314.23,86244.6,86303.29,1207.0
2024-05-12,86303.29,87030.39,83128.64,83834.94,2109.35
2024-05-13,83834.94,84131.43,81431.2,81720.21,1321.0
2024-05-14,81720.21,82162.43,77056.44,77475.69,2709.91
2024-05-15,77475.69,78381.14,77047.44,77950.26,1596.2
2024-05-16,77950.26,78733.68,76073.53,76845.85,2166.34
2024-05-17,76845.85,78663.72,75122.89,76938.67,1125.27
2024-05-18,76938.67,77386.08,76695.02,77141.78,1166.91
2024-05-19,77141.78,77492.31,73163.92,73497.88,1242.8
2024-05-20,73497.88,74293.7,70559.32,71331.69,1325.02
2024-05-21,71331.69,72510.97,69527.76,70696.54,1222.9
2024-05-22,70696.54,70789.45,70549.86,70642.7,1862.63
2024-05-23,70642.7,71294.84,70143.59,70794.66,1419.21
2024-05-24,70794.66,75296.83,68405.79,72838.98,1877.47
2024-05-25,72838.98,74452.62,72582.28,74191.15,2282.86
2024-05-26,74191.15,74731.75,70501.7,71019.18,2327.9
2024-05-27,71019.18,73547.85,70910.26,73435.22,2709.76
2024-05-28,73435.22,76412.67,72478.7,75430.16,2199.69
2024-05-29,75430.16,75494.16,71847.45,71908.46,2152.31
2024-05-30,71908.46,75409.74,70837.27,74302.88,1854.68
2024-05-31,74302.88,75141.48,73407.62,74245.57,1703.17
2024-06-01,74245.57,75839.14,72900.42,74489.57,1721.55
2024-06-02,74489.57,74932.98,73949.29,74392.11,1212.58
2024-06-03,74392.11,75362.49,73217.17,74184.85,1590.9
2024-06-04,74184.85,75688.61,73568.29,75064.74,1939.62
2024-06-05,75064.74,75459.73,74495.11,74889.18,1396.29
2024-06-06,74889.18,75197.29,72723.42,73023.86,1306.68
2024-06-07,73023.86,74166.52,68467.8,69556.2,2232.27
2024-06-08,69556.2,71493.64,66501.57,68407.0,2119.24
2024-06-09,68407.0,68483.19,68194.14,68270.18,1313.14
2024-06-10,68270.18,70348.58,66263.74,68340.09,2152.29
2024-06-11,68340.09,69168.61,65060.77,65859.22,2018.96
2024-06-12,65859.22,66280.56,64510.65,64926.02,1232.7
2024-06-13,64926.02,65018.75,64462.57,64554.78,1328.7
2024-06-14,64554.78,65444.34,62957.03,63836.69,1122.82
2024-06-15,63836.69,63938.5,62907.42,63007.91,1844.73
2024-06-16,63007.91,64711.63,62848.39,64548.22,1901.13
2024-06-17,64548.22,67058.06,64312.8,66814.37,1268.03
2024-06-18,66814.37,66891.1,66199.31,66275.42,1416.62
2024-06-19,66275.42,67471.14,65416.49,66607.89,1940.6
2024-06-20,66607.89,67756.7,63456.82,64570.5,2445.46
2024-06-21,64570.5,64970.87,64139.33,64539.51,830.31
2024-06-22,64539.51,65562.62,56857.66,57773.5,2371.8
2024-06-23,57773.5,58996.61,55082.52,56273.87,2068.06
2024-06-24,56273.87,58408.86,54211.11,56343.55,1089.79
2024-06-25,56343.55,57187.09,56281.49,57124.17,1084.97
2024-06-26,57124.17,58089.81,55258.21,56208.37,1246.89
2024-06-27,56208.37,57575.34,54087.21,55435.38,1148.76
2024-06-28,55435.38,56296.79,52779.82,53612.91,1212.92
2024-06-29,53612.91,56987.05,51727.1,55050.68,1155.44
2024-06-30,55050.68,56316.87,54935.96,56199.76,2040.23
2024-07-01,56199.76,57762.41,55979.61,57537.02,2143.86
2024-07-02,57537.02,60094.14,56929.48,59466.22,2128.28
2024-07-03,59466.22,62436.91,58549.26,61488.75,2531.98
2024-07-04,61488.75,61765.13,60554.48,60827.89,2364.59
2024-07-05,60827.89,61912.19,60002.87,61083.7,1446.82
2024-07-06,61083.7,61874.21,59033.08,59807.08,1491.35
2024-07-07,59807.08,62792.79,58455.3,61404.9,1150.32
2024-07-08,61404.9,63819.61,61085.7,63489.58,2492.57
2024-07-09,63489.58,64471.58,62033.51,63008.06,1938.18
2024-07-10,63008.06,64361.9,62846.64,64197.44,2223.16
2024-07-11,64197.44,64460.39,62118.28,62373.77,1730.19
2024-07-12,62373.77,63108.2,61464.4,62196.75,2037.63
2024-07-13,62196.75,62837.3,61849.52,62488.45,2110.61
2024-07-14,62488.45,63573.94,61441.31,62526.17,1662.46
2024-07-15,62526.17,62682.16,62068.53,62223.76,2068.38
2024-07-16,62223.76,63231.77,61637.46,62641.54,2019.93
2024-07-17,62641.54,64274.07,59292.3,60878.88,2182.73
2024-07-18,60878.88,61007.56,60688.35,60816.9,2144.62
2024-07-19,60816.9,63646.17,60071.04,62875.08,1885.79
2024-07-20,62875.08,64418.2,61432.33,62973.2,1725.54
2024-07-21,62973.2,63069.82,60067.26,60159.56,1262.79
2024-07-22,60159.56,61918.21,58797.05,60546.93,1291.98
2024-07-23,60546.93,61051.13,58540.27,59031.86,1852.23
2024-07-24,59031.86,59693.19,56195.31,56832.0,1639.67
2024-07-25,56832.0,57480.15,55840.4,56484.59,1208.3
2024-07-26,56484.59,57524.37,56103.56,57138.93,1057.03
2024-07-27,57138.93,57463.5,54452.73,54763.82,1411.44
2024-07-28,54763.82,56010.36,53839.59,55080.79,1898.43
2024-07-29,55080.79,56882.04,54933.22,56730.05,1482.74
2024-07-30,56730.05,57805.6,56399.95,57471.18,1235.37
2024-07-31,57471.18,57697.45,57339.72,57565.77,1568.17
2024-08-01,57565.77,59875.11,54680.12,56965.38,1706.09
2024-08-02,56965.38,57385.36,56301.06,56719.22,2085.53
2024-08-03,56719.22,56818.17,53746.53,53840.45,2254.85
2024-08-04,53840.45,54006.77,52252.31,52414.22,1282.34
2024-08-05,52414.22,55997.59,51820.71,55370.61,2131.6
2024-08-06,55370.61,56748.97,54614.95,55984.93,983.93
2024-08-07,55984.93,56187.48,55467.31,55668.71,1054.46
2024-08-08,55668.71,55942.08,54312.31,54580.33,2534.25
2024-08-09,54580.33,57266.66,53637.23,56293.95,2062.98
2024-08-10,56293.95,57144.91,55709.68,56557.9,1589.05
2024-08-11,56557.9,56838.58,54839.96,55113.47,2413.72
2024-08-12,55113.47,56345.62,55069.29,56300.49,1957.09
2024-08-13,56300.49,57181.7,53678.8,54532.33,2660.93
2024-08-14,54532.33,55341.76,53988.84,54795.64,1791.22
2024-08-15,54795.64,55709.45,54371.9,55281.95,969.35
2024-08-16,55281.95,56831.84,55266.69,56816.16,1993.52
2024-08-17,56816.16,57413.92,55981.73,56576.98,1850.01
2024-08-18,56576.98,57470.21,55264.81,56151.33,1868.41
2024-08-19,56151.33,59085.05,55468.97,58375.66,2205.92
2024-08-20,58375.66,60105.92,54930.91,56608.8,1733.02
2024-08-21,56608.8,56947.73,54351.78,54679.16,2636.75
2024-08-22,54679.16,55240.21,54399.33,54958.95,1074.55
2024-08-23,54958.95,56240.76,52924.94,54188.79,1775.91
2024-08-24,54188.79,54595.41,53656.16,54061.84,1797.21
2024-08-25,54061.84,55905.05,51290.71,53101.17,1713.99
2024-08-26,53101.17,53113.89,52590.23,52602.83,920.06
2024-08-27,52602.83,52891.14,51311.16,51593.94,1327.04
2024-08-28,51593.94,55544.52,50519.92,54411.84,2831.25
2024-08-29,54411.84,55323.45,50630.28,51492.98,3143.27
2024-08-30,51492.98,52033.57,50531.67,51067.79,912.89
2024-08-31,51067.79,52045.02,50204.65,51179.98,1742.2
2024-09-01,51179.98,52185.99,50935.48,51937.87,1811.31
2024-09-02,51937.87,52616.92,50332.12,50998.9,1061.92
2024-09-03,50998.9,51561.33,49843.17,50398.99,1901.76
2024-09-04,50398.99,51705.04,49871.78,51169.77,1987.84
2024-09-05,51169.77,52966.45,48731.48,50504.82,2140.57
2024-09-06,50504.82,50763.16,49000.32,49252.26,1486.41
2024-09-07,49252.26,51006.56,46167.66,47872.82,1671.88
2024-09-08,47872.82,48068.64,44213.67,44395.26,2720.7
2024-09-09,44395.26,44577.1,43180.46,43358.06,1261.22
2024-09-10,43358.06,44192.46,41436.76,42249.83,2018.19
2024-09-11,42249.83,42791.44,41823.09,42363.55,1602.69
2024-09-12,42363.55,43763.87,42064.04,43456.63,2144.47
2024-09-13,43456.63,46916.74,42245.01,45644.12,2317.85
2024-09-14,45644.12,46172.78,45242.97,45770.52,1605.98
2024-09-15,45770.52,45868.44,45278.14,45375.22,2340.41
2024-09-16,45375.22,46942.43,44981.32,46538.43,1162.25
2024-09-17,46538.43,48027.62,45825.25,47302.72,2040.16
2024-09-18,47302.72,47334.32,46421.58,46452.61,2251.65
2024-09-19,46452.61,47473.97,46388.13,47408.16,1830.43
2024-09-20,47408.16,48480.71,44485.16,45514.88,1994.45
2024-09-21,45514.88,48235.72,44577.07,47261.91,1551.16
2024-09-22,47261.91,48385.87,46550.94,47668.78,2253.12
2024-09-23,47668.78,47733.19,45506.58,45568.15,1617.6
2024-09-24,45568.15,46435.11,44356.01,45216.27,2334.28
2024-09-25,45216.27,45241.3,44656.15,44680.88,1701.22
2024-09-26,44680.88,45382.89,43298.48,43989.63,1753.98
2024-09-27,43989.63,44150.65,43006.0,43163.99,1223.89
2024-09-28,43163.99,43961.79,42022.9,42814.24,1200.04
2024-09-29,42814.24,43161.97,42624.84,42971.88,1896.86
2024-09-30,42971.88,44102.96,41416.28,42535.89,1449.31
2024-10-01,42535.89,43549.18,40636.1,41627.75,2544.32
2024-10-02,41627.75,41632.78,41445.9,41450.91,1554.29
2024-10-03,41450.91,42124.71,39148.99,39795.89,2670.32
2024-10-04,39795.89,40063.08,38511.82,38772.13,1735.99
2024-10-05,38772.13,39360.62,38119.23,38706.72,1739.87
2024-10-06,38706.72,39979.51,38167.5,39430.21,2479.41
2024-10-07,39430.21,40201.72,37983.31,38741.35,1948.73
2024-10-08,38741.35,40923.54,37829.25,39982.24,2516.35
2024-10-09,39982.24,40340.48,39108.22,39461.8,1994.29
2024-10-10,39461.8,40901.45,38262.79,39695.34,890.51
2024-10-11,39695.34,41449.62,39344.84,41086.84,2675.21
2024-10-12,41086.84,42929.19,41070.32,42911.94,1907.76
2024-10-13,42911.94,44826.41,42382.94,44280.54,2537.42
2024-10-14,44280.54,44634.77,42475.29,42817.82,2610.45
2024-10-15,42817.82,45121.31,42491.4,44779.93,1654.56
2024-10-16,44779.93,45046.62,44211.06,44475.94,1627.47
2024-10-17,44475.94,44952.16,42352.26,42810.65,1348.89
2024-10-18,42810.65,45498.79,42192.14,44850.8,2303.35
2024-10-19,44850.8,46630.14,43367.12,45136.99,1051.43
2024-10-20,45136.99,45262.26,44321.09,44444.43,1299.53
2024-10-21,44444.43,46667.9,44373.33,46593.36,2859.17
2024-10-22,46593.36,46961.55,46078.85,46445.86,1454.34
2024-10-23,46445.86,47210.91,44972.64,45725.83,1904.67
2024-10-24,45725.83,45964.09,44871.49,45106.53,2198.33
2024-10-25,45106.53,46245.92,44473.38,45605.76,1607.22
2024-10-26,45605.76,46771.73,44717.51,45878.17,1681.42
2024-10-27,45878.17,47018.56,45851.75,46991.5,2590.23
2024-10-28,46991.5,47464.86,46168.05,46637.85,1688.17
2024-10-29,46637.85,47701.03,44991.0,46040.56,957.66
2024-10-30,46040.56,46542.21,44647.87,45139.71,2389.18
2024-10-31,45139.71,46321.13,43665.57,44839.13,1737.78
2024-11-01,44839.13,45605.08,43285.22,44037.48,1908.0
2024-11-02,44037.48,44985.99,42483.39,43418.58,1916.56
2024-11-03,43418.58,45169.66,42639.91,44373.86,2428.19
2024-11-04,44373.86,44828.93,43499.25,43949.97,1525.45
2024-11-05,43949.97,44463.12,42040.8,42537.46,1164.32
2024-11-06,42537.46,43553.82,41184.36,42192.48,1113.75
2024-11-07,42192.48,43821.91,41610.74,43225.92,2583.35
2024-11-08,43225.92,43502.27,40768.68,41030.99,2759.94
2024-11-09,41030.99,42239.86,39883.56,41090.76,1491.77
2024-11-10,41090.76,42800.8,40133.17,41826.08,1456.62
2024-11-11,41826.08,45104.97,40759.87,43983.76,1408.54
2024-11-12,43983.76,46558.14,43710.34,46270.51,2568.35
2024-11-13,46270.51,49677.05,46042.37,49433.32,2979.86
2024-11-14,49433.32,50412.77,47198.45,48152.52,989.35
2024-11-15,48152.52,48333.72,46852.3,47029.28,2067.03
2024-11-16,47029.28,47855.19,45646.34,46462.29,2139.59
2024-11-17,46462.29,47265.23,46339.99,47141.15,1259.12
2024-11-18,47141.15,49964.03,46911.21,49721.51,2280.46
2024-11-19,49721.51,50923.57,49453.67,50650.72,1021.34
2024-11-20,50650.72,53597.44,49161.84,52066.92,1496.64
2024-11-21,52066.92,52300.43,51414.77,51646.39,2262.06
2024-11-22,51646.39,52496.7,50473.91,51318.83,983.56
2024-11-23,51318.83,52293.45,51048.39,52019.32,1591.81
2024-11-24,52019.32,53148.59,50057.2,51167.99,2402.5
2024-11-25,51167.99,51782.94,48904.88,49499.79,1281.41
2024-11-26,49499.79,49672.6,49007.46,49179.15,1562.04
2024-11-27,49179.15,50169.73,45865.2,46808.02,1172.04
2024-11-28,46808.02,47360.32,45548.63,46092.49,2391.35
2024-11-29,46092.49,46820.0,45843.12,46568.06,1905.22
2024-11-30,46568.06,47099.77,43132.73,43630.9,1959.18
2024-12-01,43630.9,43884.49,42953.27,43204.38,1046.96
2024-12-02,43204.38,44623.97,42621.82,44030.28,1992.12
2024-12-03,44030.28,44722.54,42556.79,43236.57,949.58
2024-12-04,43236.57,44033.24,42764.87,43558.04,1034.37
2024-12-05,43558.04,43655.28,43220.3,43316.99,1954.06
2024-12-06,43316.99,44092.33,42880.08,43652.04,2142.42
2024-12-07,43652.04,43977.87,43169.08,43493.72,2120.53
2024-12-08,43493.72,45799.53,43470.74,45775.35,1423.31
2024-12-09,45775.35,46894.24,45395.12,46507.93,1178.0
2024-12-10,46507.93,46643.11,46369.92,46505.1,821.2
2024-12-11,46505.1,47356.47,46007.01,46854.63,1328.64
2024-12-12,46854.63,47372.89,46649.67,47166.56,1936.32
2024-12-13,47166.56,47357.59,45192.75,45376.52,1912.07
2024-12-14,45376.52,46553.79,44572.38,45743.15,1014.25
2024-12-15,45743.15,45783.06,43075.98,43113.59,1256.54
2024-12-16,43113.59,44968.33,41842.82,43680.83,1691.08
2024-12-17,43680.83,44121.12,40666.38,41080.46,1306.71
2024-12-18,41080.46,41162.69,40078.0,40158.39,2076.66
2024-12-19,40158.39,40239.11,37989.88,38066.39,1279.16
2024-12-20,38066.39,39695.89,37686.38,39303.53,1123.86
2024-12-21,39303.53,40128.07,38363.68,39185.75,1605.28
2024-12-22,39185.75,40878.0,36208.35,37842.59,1965.83
2024-12-23,37842.59,38064.56,36484.3,36699.57,1165.71
2024-12-24,36699.57,37728.08,35236.34,36252.31,1878.13
2024-12-25,36252.31,37378.97,35389.79,36510.31,1163.72
2024-12-26,36510.31,36628.53,35851.47,35967.94,1425.97
2024-12-27,35967.94,36129.11,34999.27,35156.81,1101.47
2024-12-28,35156.81,35503.21,33734.76,34070.45,1651.32
2024-12-29,34070.45,36232.81,33123.08,35252.56,1142.13
2024-12-30,35252.56,35724.86,35048.82,35519.57,991.86
2024-12-31,35519.57,36490.9,34509.44,35479.68,1593.11
