date,open,high,low,close,volume
2024-04-24,3319.45,3359.26,3146.82,3185.02,1225.01
2024-04-25,3185.02,3358.66,3154.07,3326.33,1890.75
2024-04-26,3326.33,3609.01,3264.22,3542.85,2567.34
2024-04-27,3542.85,3587.51,3517.57,3562.09,2085.53
2024-04-28,3562.09,3816.45,3510.14,3761.6,2078.4
2024-04-29,3761.6,3834.4,3619.09,3690.52,2414.42
2024-04-30,3690.52,3725.24,3654.02,3688.73,1543.65
2024-05-01,3688.73,3729.1,3656.84,3697.14,1044.75
2024-05-02,3697.14,3786.47,3683.23,3772.28,1437.87
2024-05-03,3772.28,3880.13,3605.7,3711.83,1360.54
2024-05-04,3711.83,3711.85,3646.13,3646.15,1467.82
2024-05-05,3646.15,3738.24,3640.47,3732.43,977.0
2024-05-06,3732.43,3816.98,3636.78,3721.07,1091.19
2024-05-07,3721.07,3745.77,3444.04,3467.06,1466.91
2024-05-08,3467.06,3577.69,3406.8,3516.56,1663.52
2024-05-09,3516.56,3628.34,3462.04,3572.94,1702.95
2024-05-10,3572.94,3741.99,3295.86,3459.54,1604.74
2024-05-11,3459.54,3629.25,3374.75,3542.43,2014.38
2024-05-12,3542.43,3575.65,3431.25,3463.73,1031.86
2024-05-13,3463.73,3510.75,3446.34,3493.21,1962.33
2024-05-14,3493.21,3530.73,3455.54,3493.06,918.6
2024-05-15,3493.06,3720.27,3386.26,3609.9,2204.04
2024-05-16,3609.9,3657.32,3548.35,3595.59,1248.66
2024-05-17,3595.59,3605.14,3526.66,3536.05,1612.8
2024-05-18,3536.05,3698.13,3353.81,3514.91,2265.06
2024-05-19,3514.91,3528.72,3427.09,3440.6,2515.89
2024-05-20,3440.6,3494.74,3352.61,3406.2,865.61
2024-05-21,3406.2,3453.3,3275.8,3321.73,1802.21
2024-05-22,3321.73,3426.52,3254.19,3358.23,877.86
2024-05-23,3358.23,3384.34,3328.8,3354.88,1370.15
2024-05-24,3354.88,3379.36,3351.55,3376.01,1287.69
2024-05-25,3376.01,3471.27,3295.82,3390.74,1594.65
2024-05-26,3390.74,3480.7,3301.39,3391.33,1804.92
2024-05-27,3391.33,3507.23,3349.57,3464.56,1473.65
2024-05-28,3464.56,3526.68,3461.16,3523.22,2059.51
2024-05-29,3523.22,3538.09,3488.42,3503.2,2058.94
2024-05-30,3503.2,3675.07,3447.56,3617.62,2304.86
2024-05-31,3617.62,3672.78,3584.64,3639.6,1607.81
2024-06-01,3639.6,3643.02,3428.4,3431.61,2807.3
2024-06-02,3431.61,3567.57,3359.05,3493.69,2346.63
2024-06-03,3493.69,3581.91,3340.16,3426.69,1294.05
2024-06-04,3426.69,3485.93,3420.28,3479.42,1465.65
2024-06-05,3479.42,3711.15,3406.5,3634.97,2147.69
2024-06-06,3634.97,3700.99,3463.12,3527.19,2168.73
2024-06-07,3527.19,3527.54,3516.67,3517.01,1961.02
2024-06-08,3517.01,3591.87,3439.18,3513.96,1560.03
2024-06-09,3513.96,3533.65,3471.57,3491.13,1926.7
2024-06-10,3491.13,3515.85,3463.96,3488.66,1178.42
2024-06-11,3488.66,3530.86,3435.39,3477.46,1882.9
2024-06-12,3477.46,3607.17,3466.37,3595.7,1698.87
2024-06-13,3595.7,3608.61,3418.84,3431.16,2559.69
2024-06-14,3431.16,3490.58,3261.83,3319.31,1145.37
2024-06-15,3319.31,3399.85,3282.75,3362.81,2033.45
2024-06-16,3362.81,3436.67,3243.74,3316.58,907.35
2024-06-17,3316.58,3405.14,3299.01,3387.2,2037.31
2024-06-18,3387.2,3472.73,3246.32,3330.41,1369.1
2024-06-19,3330.41,3337.36,3209.98,3216.69,1849.76
2024-06-20,3216.69,3451.2,3133.62,3364.32,1475.1
2024-06-21,3364.32,3616.92,3344.85,3596.11,1278.95
2024-06-22,3596.11,3626.67,3371.0,3399.89,3096.2
2024-06-23,3399.89,3415.01,3305.52,3320.28,1298.65
2024-06-24,3320.28,3395.94,3306.5,3381.9,1853.67
2024-06-25,3381.9,3515.55,3324.23,3456.6,2510.93
2024-06-26,3456.6,3671.04,3371.3,3582.63,1953.32
2024-06-27,3582.63,3774.12,3517.03,3706.26,1434.23
2024-06-28,3706.26,3852.84,3660.12,3805.47,1013.52
2024-06-29,3805.47,3936.47,3803.67,3934.61,1819.58
2024-06-30,3934.61,3971.55,3873.25,3909.97,1345.75
2024-07-01,3909.97,4033.31,3695.18,3815.55,957.46
2024-07-02,3815.55,3946.83,3681.62,3812.81,973.61
2024-07-03,3812.81,4021.19,3764.43,3970.8,2745.79
2024-07-04,3970.8,4037.62,3872.11,3938.39,1438.21
2024-07-05,3938.39,4092.81,3937.67,4092.06,1712.34
2024-07-06,4092.06,4117.87,3974.15,3999.38,1024.77
2024-07-07,3999.38,4263.2,3917.92,4178.1,1628.81
2024-07-08,4178.1,4284.05,4155.67,4261.18,1358.46
2024-07-09,4261.18,4264.61,4170.81,4174.17,1538.76
2024-07-10,4174.17,4465.21,4131.74,4420.27,2850.25
2024-07-11,4420.27,4549.25,4093.26,4216.29,2898.54
2024-07-12,4216.29,4253.12,3984.87,4019.99,1193.03
2024-07-13,4019.99,4098.73,3923.06,4001.44,1922.19
2024-07-14,4001.44,4048.05,3891.01,3936.87,980.68
2024-07-15,3936.87,4004.94,3920.45,3988.3,1613.75
2024-07-16,3988.3,4038.51,3879.19,3928.65,2054.18
2024-07-17,3928.65,4023.75,3920.5,4015.42,2022.04
2024-07-18,4015.42,4103.03,3876.92,3963.39,1492.28
2024-07-19,3963.39,4031.87,3926.61,3994.8,1160.19
2024-07-20,3994.8,4156.18,3947.83,4107.88,1358.96
2024-07-21,4107.88,4598.14,3969.83,4448.64,2378.87
2024-07-22,4448.64,4541.27,4408.38,4500.55,1013.54
2024-07-23,4500.55,4530.21,4435.07,4464.49,1207.52
2024-07-24,4464.49,4568.69,4347.74,4451.64,2089.15
2024-07-25,4451.64,4534.33,4365.13,4447.74,1389.13
2024-07-26,4447.74,4459.51,4304.51,4315.94,1575.38
2024-07-27,4315.94,4433.51,4292.13,4409.19,2527.21
2024-07-28,4409.19,4584.35,4342.43,4515.97,2007.25
2024-07-29,4515.97,4617.86,4472.94,4574.27,1301.23
2024-07-30,4574.27,4657.46,4489.3,4572.45,1428.73
2024-07-31,4572.45,4873.07,4526.81,4824.91,2915.19
2024-08-01,4824.91,4861.61,4821.87,4858.55,1893.35
2024-08-02,4858.55,5048.39,4798.2,4986.45,1963.65
2024-08-03,4986.45,5132.79,4986.35,5132.69,2589.68
2024-08-04,5132.69,5434.25,4971.09,5268.38,2618.2
2024-08-05,5268.38,5313.95,5220.86,5266.41,1019.17
2024-08-06,5266.41,5286.51,5007.87,5027.05,2888.21
2024-08-07,5027.05,5155.64,4858.8,4986.35,1991.91
2024-08-08,4986.35,5016.46,4772.63,4801.63,1108.86
2024-08-09,4801.63,4882.8,4740.03,4820.95,2155.11
2024-08-10,4820.95,4879.44,4686.63,4744.19,1103.87
2024-08-11,4744.19,4865.64,4619.13,4740.48,1789.14
2024-08-12,4740.48,4801.92,4719.37,4780.63,1638.15
2024-08-13,4780.63,4823.07,4614.93,4656.26,1344.65
2024-08-14,4656.26,4663.47,4631.91,4639.1,1258.17
2024-08-15,4639.1,4690.69,4249.64,4297.43,2705.47
2024-08-16,4297.43,4466.16,4238.82,4406.07,1356.96
2024-08-17,4406.07,4613.98,4204.39,4412.02,1805.82
2024-08-18,4412.02,4427.62,4386.59,4402.15,1524.45
2024-08-19,4402.15,4475.72,4266.75,4339.27,1292.73
2024-08-20,4339.27,4493.68,4043.3,4192.48,1419.93
2024-08-21,4192.48,4319.57,4177.91,4304.6,1685.91
2024-08-22,4304.6,4351.53,4223.46,4270.01,2039.04
2024-08-23,4270.01,4360.94,4169.81,4260.53,1106.63
2024-08-24,4260.53,4382.91,4248.05,4370.11,2348.82
2024-08-25,4370.11,4437.98,4314.85,4382.57,1907.21
2024-08-26,4382.57,4569.23,4110.96,4293.84,1736.05
2024-08-27,4293.84,4381.86,4243.1,4330.68,1478.81
2024-08-28,4330.68,4494.42,4014.14,4171.88,1299.74
2024-08-29,4171.88,4204.12,4074.26,4106.0,2437.12
2024-08-30,4106.0,4152.34,4087.23,4133.45,931.49
2024-08-31,4133.45,4232.24,3834.28,3928.16,2846.36
2024-09-01,3928.16,4171.73,3645.45,3886.42,2283.11
2024-09-02,3886.42,3925.8,3814.37,3853.41,2253.62
2024-09-03,3853.41,3873.23,3835.76,3855.56,1737.92
2024-09-04,3855.56,3901.96,3732.2,3777.66,1468.75
2024-09-05,3777.66,3789.5,3773.15,3784.98,1210.21
2024-09-06,3784.98,3921.58,3489.07,3619.7,1313.18
2024-09-07,3619.7,3705.35,3609.81,3695.26,1516.26
2024-09-08,3695.26,3902.53,3583.96,3788.43,1688.92
2024-09-09,3788.43,3939.27,3764.9,3914.96,1674.97
2024-09-10,3914.96,4009.26,3892.6,3986.49,1501.43
2024-09-11,3986.49,4025.47,3975.76,4014.67,1452.89
2024-09-12,4014.67,4213.69,3900.57,4097.25,997.91
2024-09-13,4097.25,4151.26,4091.49,4145.43,2284.57
2024-09-14,4145.43,4269.07,4018.13,4141.66,2072.96
2024-09-15,4141.66,4192.03,4044.78,4094.58,2335.44
2024-09-16,4094.58,4133.12,3991.25,4029.18,2033.72
2024-09-17,4029.18,4082.41,3942.77,3995.56,859.03
2024-09-18,3995.56,4171.72,3835.41,4010.95,1739.58
2024-09-19,4010.95,4047.7,4005.37,4042.07,1197.38
2024-09-20,4042.07,4070.38,3721.92,3748.17,3377.63
2024-09-21,3748.17,3781.73,3656.55,3689.59,1577.21
2024-09-22,3689.59,3695.83,3436.16,3441.99,1623.11
2024-09-23,3441.99,3600.43,3346.0,3502.75,2227.51
2024-09-24,3502.75,3615.41,3417.43,3529.44,1335.68
2024-09-25,3529.44,3584.0,3439.36,3493.36,2050.16
2024-09-26,3493.36,3581.18,3473.5,3560.93,2140.96
2024-09-27,3560.93,3591.86,3537.49,3568.36,861.55
2024-09-28,3568.36,3586.87,3467.32,3485.39,2576.43
2024-09-29,3485.39,3856.26,3360.87,3723.23,1810.03
2024-09-30,3723.23,3789.66,3708.02,3774.24,1662.02
2024-10-01,3774.24,3845.83,3680.09,3751.25,1182.84
2024-10-02,3751.25,3798.14,3578.16,3623.46,2218.95
2024-10-03,3623.46,3755.15,3497.1,3628.6,1749.82
2024-10-04,3628.6,3877.85,3542.21,3787.67,1636.1
2024-10-05,3787.67,3814.55,3669.68,3695.91,2188.61
2024-10-06,3695.91,3778.63,3648.28,3730.56,1229.24
2024-10-07,3730.56,3990.65,3616.07,3871.83,2097.2
2024-10-08,3871.83,3933.92,3765.72,3827.1,2391.77
2024-10-09,3827.1,3829.4,3750.78,3753.03,2230.92
2024-10-10,3753.03,3923.2,3403.34,3564.99,1321.36
2024-10-11,3564.99,3583.72,3360.7,3378.46,2804.23
2024-10-12,3378.46,3420.89,3369.51,3411.86,1306.94
2024-10-13,3411.86,3496.64,3384.74,3469.07,2452.21
2024-10-14,3469.07,3541.0,3202.09,3269.88,1927.99
2024-10-15,3269.88,3398.83,3221.97,3349.75,1391.36
2024-10-16,3349.75,3546.15,3206.42,3400.64,1063.31
2024-10-17,3400.64,3449.0,3246.01,3292.84,1384.84
2024-10-18,3292.84,3316.88,3240.81,3264.64,1159.96
2024-10-19,3264.64,3348.93,3185.19,3269.37,1732.14
2024-10-20,3269.37,3291.12,3260.84,3282.56,1298.77
2024-10-21,3282.56,3316.6,3230.31,3264.16,1292.55
2024-10-22,3264.16,3425.57,3163.96,3323.55,1795.39
2024-10-23,3323.55,3386.23,3312.84,3375.35,1522.19
2024-10-24,3375.35,3402.23,3221.54,3247.4,1208.93
2024-10-25,3247.4,3413.41,3170.2,3334.15,1667.27
2024-10-26,3334.15,3384.48,3275.65,3325.86,2176.9
2024-10-27,3325.86,3397.4,3215.48,3286.16,1424.2
2024-10-28,3286.16,3345.41,3068.84,3125.18,3055.58
2024-10-29,3125.18,3153.34,3065.66,3093.53,1966.63
2024-10-30,3093.53,3111.28,3087.74,3105.47,2125.93
2024-10-31,3105.47,3153.21,2915.85,2961.38,1876.73
2024-11-01,2961.38,3084.19,2921.6,3043.3,1254.95
2024-11-02,3043.3,3174.15,3036.84,3167.43,2250.64
2024-11-03,3167.43,3224.85,3154.21,3211.45,1856.87
2024-11-04,3211.45,3261.13,3093.8,3142.41,1176.94
2024-11-05,3142.41,3209.56,3061.19,3128.03,2172.45
2024-11-06,3128.03,3264.41,3086.73,3221.87,2389.18
2024-11-07,3221.87,3302.35,3213.93,3294.23,1152.89
2024-11-08,3294.23,3617.35,3237.67,3556.3,2415.11
2024-11-09,3556.3,3848.31,3508.2,3796.96,2070.16
2024-11-10,3796.96,3994.9,3743.11,3939.03,2539.4
2024-11-11,3939.03,4170.19,3833.82,4061.71,1387.67
2024-11-12,4061.71,4141.62,3802.92,3879.25,2665.53
2024-11-13,3879.25,3969.47,3834.55,3924.25,1485.81
2024-11-14,3924.25,3932.04,3813.32,3820.91,1177.11
2024-11-15,3820.91,3946.62,3710.43,3835.72,2119.97
2024-11-16,3835.72,4013.75,3813.05,3990.17,2459.75
2024-11-17,3990.17,4258.4,3957.64,4223.97,1417.09
2024-11-18,4223.97,4280.22,4051.95,4106.63,2050.73
2024-11-19,4106.63,4179.03,4002.44,4074.27,1717.54
2024-11-20,4074.27,4122.65,3879.53,3926.15,1840.09
2024-11-21,3926.15,3931.96,3908.13,3913.92,1707.97
2024-11-22,3913.92,3917.32,3836.18,3839.51,2153.25
2024-11-23,3839.51,3950.38,3764.34,3874.52,1128.08
2024-11-24,3874.52,3880.08,3825.65,3831.14,1067.59
2024-11-25,3831.14,3843.92,3783.76,3796.42,1521.62
2024-11-26,3796.42,3797.68,3773.18,3774.43,1769.38
2024-11-27,3774.43,4002.25,3719.84,3945.19,2572.28
2024-11-28,3945.19,3946.9,3915.13,3916.82,1592.1
2024-11-29,3916.82,4036.99,3605.99,3720.11,1388.68
2024-11-30,3720.11,4148.02,3545.58,3962.14,2774.72
2024-12-01,3962.14,4047.35,3919.18,4003.94,2357.97
2024-12-02,4003.94,4013.16,3705.7,3714.25,3287.8
2024-12-03,3714.25,3928.52,3612.79,3824.06,2600.16
2024-12-04,3824.06,3958.29,3798.46,3931.96,2278.2
2024-12-05,3931.96,4209.94,3805.31,4078.56,1538.43
2024-12-06,4078.56,4154.25,4041.11,4116.45,1614.82
2024-12-07,4116.45,4225.89,4092.03,4200.96,1359.85
2024-12-08,4200.96,4203.47,4098.76,4101.2,1013.35
2024-12-09,4101.2,4181.9,4061.35,4141.66,2277.55
2024-12-10,4141.66,4284.86,3899.33,4038.98,1241.75
2024-12-11,4038.98,4097.13,4003.89,4061.84,1612.86
2024-12-12,4061.84,4114.01,3944.87,3996.2,2283.56
2024-12-13,3996.2,4028.39,3826.04,3857.11,2602.31
2024-12-14,3857.11,4298.3,3723.58,4154.47,2718.86
2024-12-15,4154.47,4236.9,3909.43,3988.57,1544.64
2024-12-16,3988.57,4160.16,3982.95,4154.3,1737.94
2024-12-17,4154.3,4256.74,4073.84,4175.85,1090.93
2024-12-18,4175.85,4207.0,4152.22,4183.33,1975.65
2024-12-19,4183.33,4295.74,4075.83,4188.12,2197.64
2024-12-20,4188.12,4245.3,3982.6,4037.73,1593.28
2024-12-21,4037.73,4077.96,4037.51,4077.74,1089.12
2024-12-22,4077.74,4129.78,3937.94,3988.84,1782.46
2024-12-23,3988.84,4070.76,3965.53,4047.1,1248.82
2024-12-24,4047.1,4059.79,4027.44,4040.11,814.77
2024-12-25,4040.11,4067.36,3985.37,4012.44,1371.23
2024-12-26,4012.44,4140.55,3918.09,4045.42,1731.56
2024-12-27,4045.42,4199.79,3947.77,4100.8,1625.3
2024-12-28,4100.8,4435.48,3970.94,4299.33,1582.94
2024-12-29,4299.33,4369.08,4271.32,4340.8,1824.18
2024-12-30,4340.8,4607.29,4242.12,4504.88,1774.81
2024-12-31,4504.88,4522.51,4492.6,4510.21,1719.04
